기준년월,시군구,평균소득월액
2022-12,강원특별자치도홍천군,1445476
2022-12,강원특별자치도횡성군,1383992
2022-12,강원특별자치도영월군,1337760
2022-12,강원특별자치도평창군,1364408
2022-12,강원특별자치도정선군,1328361
2022-12,강원특별자치도철원군,1390686
2022-12,강원특별자치도화천군,1396460
2022-12,강원특별자치도양구군,1314079
2022-12,강원특별자치도인제군,1447085
2022-12,강원특별자치도고성군,1425630
2022-12,강원특별자치도양양군,1425974
2022-12,충청북도청주시,1428955
2022-12,충청북도충주시,1390787
2022-12,충청북도제천시,1395689
2022-12,충청북도보은군,1331155
2022-12,충청북도옥천군,1394738
2022-12,충청북도영동군,1301386
2022-12,충청북도증평군,1447646
2022-12,충청북도진천군,1538337
2022-12,충청북도괴산군,1329292
2022-12,충청북도음성군,1510375
2022-12,충청북도단양군,1321813
2022-12,충청남도천안시,1419039
2022-12,충청남도공주시,1387030
2022-12,충청남도보령시,1418748
2022-12,충청남도아산시,1450466
2022-12,충청남도서산시,1433116
2022-12,충청남도논산시,1348204
2022-12,충청남도계룡시,1368935
2022-12,충청남도당진시,1475663
2022-12,충청남도금산군,1329450
2022-12,충청남도부여군,1305433
2022-12,충청남도서천군,1434413
2022-12,충청남도청양군,1307567
2022-12,충청남도홍성군,1407701
2022-12,충청남도예산군,1365332
2022-12,충청남도태안군,1437438
2022-12,전북특별자치도전주시,1379974
2022-12,전북특별자치도군산시,1364524
2022-12,전북특별자치도익산시,1346969
2022-12,전북특별자치도정읍시,1302545
2022-12,전북특별자치도남원시,1275500
2022-12,전북특별자치도김제시,1293221
2022-12,전북특별자치도완주군,1313118
2022-12,전북특별자치도진안군,1232908
2022-12,전북특별자치도무주군,1296856
2022-12,전북특별자치도장수군,1219529
2022-12,전북특별자치도임실군,1250518
2022-12,전북특별자치도순창군,1235551
2022-12,전북특별자치도고창군,1293360
2022-12,전북특별자치도부안군,1288875
2022-12,전라남도목포시,1264752
2022-12,전라남도여수시,1423884
2022-12,전라남도순천시,1399345
2022-12,전라남도나주시,1316783
2022-12,전라남도광양시,1433070
2022-12,전라남도담양군,1288607
2022-12,전라남도곡성군,1295367
2022-12,전라남도구례군,1250871
2022-12,전라남도고흥군,1252487
2022-12,전라남도보성군,1285214
2022-12,전라남도화순군,1316080
2022-12,전라남도장흥군,1291738
2022-12,전라남도강진군,1278152
2022-12,전라남도해남군,1332409
2022-12,전라남도영암군,1240551
2022-12,전라남도무안군,1275883
2022-12,전라남도함평군,1286662
2022-12,전라남도영광군,1350739
2022-12,전라남도장성군,1299756
2022-12,전라남도완도군,1336687
2022-12,전라남도진도군,1281210
2022-12,전라남도신안군,1284410
2022-12,경상북도포항시,1396061
2022-12,경상북도경주시,1380661
2022-12,경상북도김천시,1324889
2022-12,경상북도안동시,1361043
2022-12,경상북도구미시,1377422
2022-12,경상북도영주시,1318302
2022-12,경상북도영천시,1321529
2022-12,경상북도상주시,1312601
2022-12,경상북도문경시,1331246
2022-12,경상북도경산시,1361869
2022-12,경상북도의성군,1235144
2022-12,경상북도청송군,1243294
2022-12,경상북도영양군,1236558
2022-12,경상북도영덕군,1368286
2022-12,경상북도청도군,1264504
2022-12,경상북도고령군,1345026
2022-12,경상북도성주군,1298853
2022-12,경상북도칠곡군,1399148
2022-12,경상북도예천군,1367841
2022-12,경상북도봉화군,1245722
2022-12,경상북도울진군,1511010
2022-12,경상북도울릉군,1532754
2022-12,경상남도창원시,1361947
2022-12,경상남도진주시,1365207
2022-12,경상남도통영시,1325813
2022-12,경상남도사천시,1338431
2022-12,경상남도김해시,1401699
2022-12,경상남도밀양시,1276383
2022-12,경상남도거제시,1251444
2022-12,경상남도양산시,1390245
2022-12,경상남도의령군,1344851
2022-12,경상남도함안군,1378539
2022-12,경상남도창녕군,1309835
2022-12,경상남도고성군,1246930
2022-12,경상남도남해군,1294327
2022-12,경상남도하동군,1315456
2022-12,경상남도산청군,1302376
2022-12,경상남도함양군,1291591
2022-12,경상남도거창군,1318564
2022-12,경상남도합천군,1310846
2022-12,제주특별자치도제주시,1374130
2022-12,제주특별자치도서귀포시,1362549
2023-12,서울특별시종로구,1547465
2023-12,서울특별시중구,1570627
2023-12,서울특별시용산구,1619569
2023-12,서울특별시성동구,1585330
2023-12,서울특별시광진구,1463668
2023-12,서울특별시동대문구,1464345
2023-12,서울특별시중랑구,1401017
2023-12,서울특별시성북구,1463822
2023-12,서울특별시강북구,1358915
2023-12,서울특별시도봉구,1403141
2023-12,서울특별시노원구,1441769
2023-12,서울특별시은평구,1424716
2023-12,서울특별시서대문구,1463515
2023-12,서울특별시마포구,1531841
2023-12,서울특별시양천구,1522309
2023-12,서울특별시강서구,1455700
2023-12,서울특별시구로구,1478041
2023-12,서울특별시금천구,1413344
2023-12,서울특별시영등포구,1542948
2023-12,서울특별시동작구,1491159
2023-12,서울특별시관악구,1365013
2023-12,서울특별시서초구,1747556
2023-12,서울특별시강남구,1777685
2023-12,서울특별시송파구,1591535
2023-12,서울특별시강동구,1473676
2023-12,부산광역시중구,1308984
2023-12,부산광역시서구,1384048
2023-12,부산광역시동구,1361141
2023-12,부산광역시영도구,1373605
2023-12,부산광역시부산진구,1391725
2023-12,부산광역시동래구,1434800
2023-12,부산광역시남구,1375699
2023-12,부산광역시북구,1387267
2023-12,부산광역시해운대구,1439310
2023-12,부산광역시사하구,1375519
2023-12,부산광역시금정구,1403405
2023-12,부산광역시강서구,1474691
2023-12,부산광역시연제구,1391313
2023-12,부산광역시수영구,1358990
2023-12,부산광역시사상구,1420391
2023-12,부산광역시기장군,1379928
2023-12,대구광역시중구,1436350
2023-12,대구광역시동구,1401574
2023-12,대구광역시서구,1359718
2023-12,대구광역시남구,1348097
2023-12,대구광역시북구,1434951
2023-12,대구광역시수성구,1489392
2023-12,대구광역시달서구,1436248
2023-12,대구광역시달성군,1411754
2023-12,대구광역시군위군,1335657
2023-12,인천광역시중구,1468314
2023-12,인천광역시동구,1379024
2023-12,인천광역시남구,1838833
2023-12,인천광역시미추홀구,1381859
2023-12,인천광역시연수구,1541749
2023-12,인천광역시남동구,1405609
2023-12,인천광역시부평구,1423836
2023-12,인천광역시계양구,1411637
2023-12,인천광역시서구,1487665
2023-12,인천광역시강화군,1483451
2023-12,인천광역시옹진군,1634857
2023-12,광주광역시동구,1364918
2023-12,광주광역시서구,1374339
2023-12,광주광역시남구,1355842
2023-12,광주광역시북구,1357385
2023-12,광주광역시광산구,1371782
2023-12,대전광역시동구,1396781
2023-12,대전광역시중구,1401036
2023-12,대전광역시서구,1389007
2023-12,대전광역시유성구,1458661
2023-12,대전광역시대덕구,1399636
2023-12,울산광역시중구,1339490
2023-12,울산광역시남구,1417914
2023-12,울산광역시동구,1294996
2023-12,울산광역시북구,1365038
2023-12,울산광역시울주군,1416083
2023-12,세종특별자치시,1468836
2023-12,경기도수원시,1451709
2023-12,경기도성남시,1520114
2023-12,경기도의정부시,1390893
2023-12,경기도안양시,1487943
2023-12,경기도부천시,1434564
2023-12,경기도광명시,1506198
2023-12,경기도평택시,1448973
2023-12,경기도동두천시,1397516
2023-12,경기도안산시,1439170
2023-12,경기도고양시,1467216
2023-12,경기도과천시,1645339
2023-12,경기도구리시,1488980
2023-12,경기도남양주시,1487349
2023-12,경기도오산시,1470573
2023-12,경기도시흥시,1535368
2023-12,경기도군포시,1479582
2023-12,경기도의왕시,1547200
2023-12,경기도하남시,1546980
2023-12,경기도용인시,1534153
2023-12,경기도파주시,1463053
2023-12,경기도이천시,1524868
2023-12,경기도안성시,1442506
2023-12,경기도김포시,1537153
2023-12,경기도화성시,1531867
2023-12,경기도광주시,1513795
2023-12,경기도양주시,1453447
2023-12,경기도포천시,1505156
2023-12,경기도여주시,1479549
2023-12,경기도연천군,1396099
2023-12,경기도가평군,1483636
2023-12,경기도양평군,1519382
2023-12,강원특별자치도춘천시,1394294
2023-12,강원특별자치도원주시,1393949
2023-12,강원특별자치도강릉시,1394570
2023-12,강원특별자치도동해시,1382477
2023-12,강원특별자치도태백시,1343566
2023-12,강원특별자치도속초시,1505629
2023-12,강원특별자치도삼척시,1353822
2023-12,강원특별자치도홍천군,1445646
2023-12,강원특별자치도횡성군,1400927
2023-12,강원특별자치도영월군,1368299
2023-12,강원특별자치도평창군,1384023
2023-12,강원특별자치도정선군,1362773
2023-12,강원특별자치도철원군,1400675
2023-12,강원특별자치도화천군,1422320
2023-12,강원특별자치도양구군,1305332
2023-12,강원특별자치도인제군,1471437
2023-12,강원특별자치도고성군,1428977
2023-12,강원특별자치도양양군,1454964
2023-12,충청북도청주시,1448213
2023-12,충청북도충주시,1380930
2023-12,충청북도제천시,1426362
2023-12,충청북도보은군,1349013
2023-12,충청북도옥천군,1429312
2023-12,충청북도영동군,1348711
2023-12,충청북도증평군,1417784
2023-12,충청북도진천군,1539986
2023-12,충청북도괴산군,1338469
2023-12,충청북도음성군,1519068
2023-12,충청북도단양군,1346823
2023-12,충청남도천안시,1433349
2023-12,충청남도공주시,1406228
2023-12,충청남도보령시,1438596
2023-12,충청남도아산시,1482349
2023-12,충청남도서산시,1459656
2023-12,충청남도논산시,1368055
2023-12,충청남도계룡시,1381686
2023-12,충청남도당진시,1503204
2023-12,충청남도금산군,1365301
2023-12,충청남도부여군,1336840
2023-12,충청남도서천군,1447962
2023-12,충청남도청양군,1345932
2023-12,충청남도홍성군,1401354
2023-12,충청남도예산군,1387159
2023-12,충청남도태안군,1475454
2023-12,전북특별자치도전주시,1378655
2023-12,전북특별자치도군산시,1381554
2023-12,전북특별자치도익산시,1370195
2023-12,전북특별자치도정읍시,1336571
2023-12,전북특별자치도남원시,1294040
2023-12,전북특별자치도김제시,1322317
2023-12,전북특별자치도완주군,1321871
2023-12,전북특별자치도진안군,1259976
2023-12,전북특별자치도무주군,1324013
2023-12,전북특별자치도장수군,1259755
2023-12,전북특별자치도임실군,1287062
2023-12,전북특별자치도순창군,1245384
2023-12,전북특별자치도고창군,1304358
2023-12,전북특별자치도부안군,1313944
2023-12,전라남도목포시,1291755
2023-12,전라남도여수시,1405170
2023-12,전라남도순천시,1409483
2023-12,전라남도나주시,1334351
2023-12,전라남도광양시,1470930
2023-12,전라남도담양군,1293753
2023-12,전라남도곡성군,1303996
2023-12,전라남도구례군,1275123
2023-12,전라남도고흥군,1268926
2023-12,전라남도보성군,1304810
2023-12,전라남도화순군,1346189
2023-12,전라남도장흥군,1291842
2023-12,전라남도강진군,1297433
2023-12,전라남도해남군,1359399
2023-12,전라남도영암군,1261944
2023-12,전라남도무안군,1309707
2023-12,전라남도함평군,1312248
2023-12,전라남도영광군,1381550
2023-12,전라남도장성군,1303234
2023-12,전라남도완도군,1359603
2023-12,전라남도진도군,1313605
2023-12,전라남도신안군,1323425
2023-12,경상북도포항시,1428454
2023-12,경상북도경주시,1414900
2023-12,경상북도김천시,1351806
2023-12,경상북도안동시,1398895
2023-12,경상북도구미시,1386289
2023-12,경상북도영주시,1346294
2023-12,경상북도영천시,1346827
2023-12,경상북도상주시,1348705
2023-12,경상북도문경시,1366106
2023-12,경상북도경산시,1367177
2023-12,경상북도의성군,1257696
2023-12,경상북도청송군,1268271
2023-12,경상북도영양군,1313938
2023-12,경상북도영덕군,1414307
2023-12,경상북도청도군,1288261
2023-12,경상북도고령군,1353104
2023-12,경상북도성주군,1310136
2023-12,경상북도칠곡군,1407255
2023-12,경상북도예천군,1414424
2023-12,경상북도봉화군,1254637
2023-12,경상북도울진군,1531949
2023-12,경상북도울릉군,1592320
2023-12,경상남도창원시,1388326
2023-12,경상남도진주시,1392026
2023-12,경상남도통영시,1351002
2023-12,경상남도사천시,1367821
2023-12,경상남도김해시,1425330
2023-12,경상남도밀양시,1287971
2023-12,경상남도거제시,1281836
2023-12,경상남도양산시,1406116
2023-12,경상남도의령군,1351867
2023-12,경상남도함안군,1396704
2023-12,경상남도창녕군,1329568
2023-12,경상남도고성군,1293335
2023-12,경상남도남해군,1332313
2023-12,경상남도하동군,1346488
2023-12,경상남도산청군,1343034
2023-12,경상남도함양군,1314705
2023-12,경상남도거창군,1347013
2023-12,경상남도합천군,1343101
2023-12,제주특별자치도제주시,1390308
2023-12,제주특별자치도서귀포시,1371986
2024-12,서울특별시종로구,1555244
2024-12,서울특별시중구,1599973
2024-12,서울특별시용산구,1609028
2024-12,서울특별시성동구,1631845
2024-12,서울특별시광진구,1477338
2024-12,서울특별시동대문구,1494223
2024-12,서울특별시중랑구,1406067
2024-12,서울특별시성북구,1482263
2024-12,서울특별시강북구,1375731
2024-12,서울특별시도봉구,1412720
2024-12,서울특별시노원구,1444947
2024-12,서울특별시은평구,1433566
2024-12,서울특별시서대문구,1456821
2024-12,서울특별시마포구,1521447
2024-12,서울특별시양천구,1544422
2024-12,서울특별시강서구,1461938
2024-12,서울특별시구로구,1489914
2024-12,서울특별시금천구,1423920
2024-12,서울특별시영등포구,1576488
2024-12,서울특별시동작구,1510128
2024-12,서울특별시관악구,1363143
2024-12,서울특별시서초구,1772649
2024-12,서울특별시강남구,1799199
2024-12,서울특별시송파구,1598736
2024-12,서울특별시강동구,1497658
2024-12,부산광역시중구,1321175
2024-12,부산광역시서구,1396475
2024-12,부산광역시동구,1369028
2024-12,부산광역시영도구,1403031
2024-12,부산광역시부산진구,1411733
2024-12,부산광역시동래구,1450548
2024-12,부산광역시남구,1405991
2024-12,부산광역시북구,1395132
2024-12,부산광역시해운대구,1456078
2024-12,부산광역시사하구,1388027
2024-12,부산광역시금정구,1394250
2024-12,부산광역시강서구,1517688
2024-12,부산광역시연제구,1406453
2024-12,부산광역시수영구,1389448
2024-12,부산광역시사상구,1436131
2024-12,부산광역시기장군,1384823
2024-12,대구광역시중구,1461963
2024-12,대구광역시동구,1411493
2024-12,대구광역시서구,1375675
2024-12,대구광역시남구,1369859
2024-12,대구광역시북구,1458014
2024-12,대구광역시수성구,1501656
2024-12,대구광역시달서구,1462509
2024-12,대구광역시달성군,1426218
2024-12,대구광역시군위군,1374736
2024-12,인천광역시중구,1481851
2024-12,인천광역시동구,1410785
2024-12,인천광역시남구,1864083
2024-12,인천광역시미추홀구,1416046
2024-12,인천광역시연수구,1580915
2024-12,인천광역시남동구,1422111
2024-12,인천광역시부평구,1435878
2024-12,인천광역시계양구,1420067
2024-12,인천광역시서구,1501120
2024-12,인천광역시강화군,1499363
2024-12,인천광역시옹진군,1674171
2024-12,광주광역시동구,1354972
2024-12,광주광역시서구,1389268
2024-12,광주광역시남구,1358226
2024-12,광주광역시북구,1360440
2024-12,광주광역시광산구,1391767
2024-12,대전광역시동구,1402844
2024-12,대전광역시중구,1439354
2024-12,대전광역시서구,1418461
2024-12,대전광역시유성구,1470486
2024-12,대전광역시대덕구,1416658
2024-12,울산광역시중구,1363760
2024-12,울산광역시남구,1448143
2024-12,울산광역시동구,1316558
2024-12,울산광역시북구,1391078
2024-12,울산광역시울주군,1443617
2024-12,세종특별자치시,1493570
2024-12,경기도수원시,1459103
2024-12,경기도성남시,1522656
2024-12,경기도의정부시,1403650
2024-12,경기도안양시,1492805
2024-12,경기도부천시,1171429
2024-12,경기도광명시,1534423
2024-12,경기도평택시,1457901
2024-12,경기도동두천시,1401656
2024-12,경기도안산시,1454377
2024-12,경기도고양시,1483901
2024-12,경기도과천시,1636558
2024-12,경기도구리시,1513436
2024-12,경기도남양주시,1514915
2024-12,경기도오산시,1472635
2024-12,경기도시흥시,1544444
2024-12,경기도군포시,1476776
2024-12,경기도의왕시,1541272
2024-12,경기도하남시,1562638
2024-12,경기도용인시,1553357
2024-12,경기도파주시,1478961
2024-12,경기도이천시,1516784
2024-12,경기도안성시,1457287
2024-12,경기도김포시,1538593
2024-12,경기도화성시,1552935
2024-12,경기도광주시,1521126
2024-12,경기도양주시,1464956
2024-12,경기도포천시,1501569
2024-12,경기도여주시,1481670
2024-12,경기도연천군,1397143
2024-12,경기도가평군,1519847
2024-12,경기도양평군,1507859
2024-12,강원특별자치도춘천시,1419291
2024-12,강원특별자치도원주시,1397671
2024-12,강원특별자치도강릉시,1416342
2024-12,강원특별자치도동해시,1402075
2024-12,강원특별자치도태백시,1374941
2024-12,강원특별자치도속초시,1511789
2024-12,강원특별자치도삼척시,1381726
2024-12,강원특별자치도홍천군,1468362
2024-12,강원특별자치도횡성군,1411992
2024-12,강원특별자치도영월군,1407623
2024-12,강원특별자치도평창군,1418071
2024-12,강원특별자치도정선군,1370397
2024-12,강원특별자치도철원군,1454547
2024-12,강원특별자치도화천군,1427658
2024-12,강원특별자치도양구군,1335820
2024-12,강원특별자치도인제군,1496949
2024-12,강원특별자치도고성군,1463262
2024-12,강원특별자치도양양군,1457673
2024-12,충청북도청주시,1464993
2024-12,충청북도충주시,1416929
2024-12,충청북도제천시,1477996
2024-12,충청북도보은군,1368825
2024-12,충청북도옥천군,1435033
2024-12,충청북도영동군,1353445
2024-12,충청북도증평군,1461809
2024-12,충청북도진천군,1557931
2024-12,충청북도괴산군,1367649
2024-12,충청북도음성군,1528724
2024-12,충청북도단양군,1377668
2024-12,충청남도천안시,1448934
2024-12,충청남도공주시,1422527
2024-12,충청남도보령시,1471945
2024-12,충청남도아산시,1483708
2024-12,충청남도서산시,1485392
2024-12,충청남도논산시,1404101
2024-12,충청남도계룡시,1393194
2024-12,충청남도당진시,1517496
2024-12,충청남도금산군,1377105
2024-12,충청남도부여군,1352230
2024-12,충청남도서천군,1471282
2024-12,충청남도청양군,1375707
2024-12,충청남도홍성군,1429357
2024-12,충청남도예산군,1416891
2024-12,충청남도태안군,1497282
2024-12,전북특별자치도전주시,1400684
2024-12,전북특별자치도군산시,1413287
2024-12,전북특별자치도익산시,1389437
2024-12,전북특별자치도정읍시,1354607
2024-12,전북특별자치도남원시,1322198
2024-12,전북특별자치도김제시,1350970
2024-12,전북특별자치도완주군,1332929
2024-12,전북특별자치도진안군,1285043
2024-12,전북특별자치도무주군,1364200
2024-12,전북특별자치도장수군,1263567
2024-12,전북특별자치도임실군,1333054
2024-12,전북특별자치도순창군,1282521
2024-12,전북특별자치도고창군,1341623
2024-12,전북특별자치도부안군,1330309
2024-12,전라남도목포시,1326528
2024-12,전라남도여수시,1448007
2024-12,전라남도순천시,1425819
2024-12,전라남도나주시,1363841
2024-12,전라남도광양시,1495484
2024-12,전라남도담양군,1303905
2024-12,전라남도곡성군,1303830
2024-12,전라남도구례군,1299583
2024-12,전라남도고흥군,1279197
2024-12,전라남도보성군,1342057
2024-12,전라남도화순군,1349331
2024-12,전라남도장흥군,1355126
2024-12,전라남도강진군,1335094
2024-12,전라남도해남군,1389775
2024-12,전라남도영암군,1326199
2024-12,전라남도무안군,1353457
2024-12,전라남도함평군,1311274
2024-12,전라남도영광군,1412325
2024-12,전라남도장성군,1317263
2024-12,전라남도완도군,1394656
2024-12,전라남도진도군,1344655
2024-12,전라남도신안군,1389731
2024-12,경상북도포항시,1456948
2024-12,경상북도경주시,1447358
2024-12,경상북도김천시,1367005
2024-12,경상북도안동시,1423960
2024-12,경상북도구미시,1413825
2024-12,경상북도영주시,1359608
2024-12,경상북도영천시,1362611
2024-12,경상북도상주시,1360727
2024-12,경상북도문경시,1399404
2024-12,경상북도경산시,1391194
2024-12,경상북도의성군,1280215
2024-12,경상북도청송군,1303119
2024-12,경상북도영양군,1285114
2024-12,경상북도영덕군,1436681
2024-12,경상북도청도군,1294849
2024-12,경상북도고령군,1365279
2024-12,경상북도성주군,1343960
2024-12,경상북도칠곡군,1452704
2024-12,경상북도예천군,1435570
2024-12,경상북도봉화군,1256996
2024-12,경상북도울진군,1532911
2024-12,경상북도울릉군,1669369
2024-12,경상남도창원시,1425857
2024-12,경상남도진주시,1385976
2024-12,경상남도통영시,1357752
2024-12,경상남도사천시,1368427
2024-12,경상남도김해시,1443213
2024-12,경상남도밀양시,1316622
2024-12,경상남도거제시,1315774
2024-12,경상남도양산시,1424024
2024-12,경상남도의령군,1335466
2024-12,경상남도함안군,1424365
2024-12,경상남도창녕군,1356078
2024-12,경상남도고성군,1315565
2024-12,경상남도남해군,1335958
2024-12,경상남도하동군,1370607
2024-12,경상남도산청군,1351744
2024-12,경상남도함양군,1361140
2024-12,경상남도거창군,1379363
2024-12,경상남도합천군,1366202
2024-12,제주특별자치도제주시,1407793
2024-12,제주특별자치도서귀포시,1376820
