지표연도,적용기간,성별,시도,시군구,평균 기대수명,보험료1분위,보험료2분위,보험료3분위,보험료4분위,보험료5분위,기대수명격차
2021,6년,남성,경기도,성남시 수정구,80.38,75.20,80.88,81.19,82.31,83.34,8.15
2021,6년,여성,경기도,성남시 수정구,86.86,83.54,87.31,87.75,86.77,90.18,6.64
2021,6년,전체,경기도,성남시 수정구,83.70,79.20,84.10,84.54,84.76,86.80,7.60
2021,6년,남성,경기도,성남시 중원구,80.24,74.69,80.44,81.65,82.67,83.05,8.36
2021,6년,여성,경기도,성남시 중원구,86.28,82.46,86.79,86.81,87.81,88.95,6.49
2021,6년,전체,경기도,성남시 중원구,83.44,78.52,83.53,84.52,85.55,86.47,7.95
2021,6년,남성,경기도,성남시 분당구,85.12,82.14,84.78,85.68,86.62,86.70,4.56
2021,6년,여성,경기도,성남시 분당구,88.90,86.73,88.47,88.76,90.03,91.15,4.42
2021,6년,전체,경기도,성남시 분당구,87.23,84.57,86.81,87.44,88.66,89.12,4.56
2021,6년,남성,경기도,의정부시,80.79,75.50,81.51,82.00,82.22,83.71,8.20
2021,6년,여성,경기도,의정부시,86.52,82.79,86.03,87.82,87.91,89.42,6.63
2021,6년,전체,경기도,의정부시,83.83,79.16,83.88,85.08,85.29,86.86,7.70
2021,6년,남성,경기도,안양시 만안구,81.30,76.57,81.63,82.08,83.54,83.73,7.16
2021,6년,여성,경기도,안양시 만안구,87.53,84.43,87.10,88.13,88.59,90.66,6.23
2021,6년,전체,경기도,안양시 만안구,84.61,80.46,84.44,85.17,86.56,87.64,7.18
2021,6년,남성,경기도,안양시 동안구,82.76,80.35,82.58,82.57,83.70,84.96,4.61
2021,6년,여성,경기도,안양시 동안구,88.13,85.79,88.07,87.65,88.72,92.38,6.59
2021,6년,전체,경기도,안양시 동안구,85.72,83.25,85.49,85.42,86.51,88.74,5.48
2021,6년,남성,경기도,부천시,81.58,77.00,81.61,82.59,83.62,83.88,6.87
2021,6년,여성,경기도,부천시,87.02,84.54,87.05,87.19,88.17,88.45,3.91
2021,6년,전체,경기도,부천시,84.66,80.89,84.57,85.23,86.43,86.76,5.87
2021,6년,남성,경기도,부천시 원미구,81.23,76.97,82.08,83.27,82.42,84.29,7.32
2021,6년,여성,경기도,부천시 원미구,86.28,84.32,89.19,85.03,87.30,86.24,1.92
2021,6년,전체,경기도,부천시 원미구,84.11,80.52,85.74,84.32,85.15,85.78,5.26
2021,6년,남성,경기도,부천시 소사구,80.67,77.54,81.60,81.96,81.48,81.90,4.35
2021,6년,여성,경기도,부천시 소사구,86.59,86.40,84.12,88.47,85.28,97.66,11.26
2021,6년,전체,경기도,부천시 소사구,84.02,81.82,82.93,86.96,83.74,87.66,5.85
2021,6년,남성,경기도,부천시 오정구,79.52,75.74,80.50,78.90,80.36,82.86,7.12
2021,6년,여성,경기도,부천시 오정구,87.25,88.49,87.52,85.79,86.61,88.18,-0.31
2021,6년,전체,경기도,부천시 오정구,83.44,81.36,83.97,82.72,83.56,85.92,4.56
2021,6년,남성,경기도,광명시,81.61,77.55,81.44,81.85,83.13,85.28,7.73
2021,6년,여성,경기도,광명시,87.94,84.69,89.12,88.28,88.77,89.69,5.00
2021,6년,전체,경기도,광명시,85.07,81.27,85.23,85.18,86.48,88.23,6.97
2021,6년,남성,경기도,평택시,80.42,75.57,80.69,81.43,81.97,83.59,8.02
2021,6년,여성,경기도,평택시,86.69,83.14,86.97,86.60,89.11,88.60,5.45
2021,6년,전체,경기도,평택시,83.66,79.21,83.84,84.19,85.57,86.57,7.36
2021,6년,남성,경기도,동두천시,78.29,70.78,79.07,81.64,80.48,82.38,11.61
2021,6년,여성,경기도,동두천시,85.24,81.13,84.55,85.86,87.04,88.53,7.40
2021,6년,전체,경기도,동두천시,81.85,75.46,81.93,83.95,84.07,85.80,10.34
2021,6년,남성,경기도,안산시 상록구,80.48,75.60,80.60,81.33,81.68,84.25,8.65
2021,6년,여성,경기도,안산시 상록구,86.40,84.07,85.48,86.88,87.68,88.73,4.65
2021,6년,전체,경기도,안산시 상록구,83.64,79.69,83.17,84.37,85.01,86.92,7.23
2021,6년,남성,경기도,안산시 단원구,80.52,74.96,82.15,80.44,82.51,83.98,9.02
2021,6년,여성,경기도,안산시 단원구,86.22,82.77,87.30,86.65,87.13,87.69,4.92
2021,6년,전체,경기도,안산시 단원구,83.61,78.76,84.91,83.63,85.22,86.43,7.67
2021,6년,남성,경기도,고양시 덕양구,82.02,77.47,82.02,82.23,84.37,85.10,7.62
2021,6년,여성,경기도,고양시 덕양구,88.04,85.05,87.52,88.70,88.88,91.71,6.67
2021,6년,전체,경기도,고양시 덕양구,85.15,81.29,84.76,85.38,86.95,88.56,7.27
2021,6년,남성,경기도,고양시 일산동구,83.12,79.96,82.62,83.24,85.32,85.23,5.27
2021,6년,여성,경기도,고양시 일산동구,88.09,84.88,87.92,88.51,90.61,89.13,4.25
2021,6년,전체,경기도,고양시 일산동구,85.88,82.53,85.39,86.09,88.41,87.73,5.20
2021,6년,남성,경기도,고양시 일산서구,83.21,80.05,83.01,83.62,84.21,85.59,5.54
2021,6년,여성,경기도,고양시 일산서구,88.65,86.02,87.88,88.88,89.04,94.58,8.56
2021,6년,전체,경기도,고양시 일산서구,86.22,83.19,85.63,86.64,87.07,89.78,6.58
2021,6년,남성,경기도,과천시,84.09,82.02,82.86,84.42,84.40,87.53,5.51
2021,6년,여성,경기도,과천시,88.19,86.97,87.62,88.98,89.49,87.89,0.92
2021,6년,전체,경기도,과천시,86.53,84.68,85.43,87.19,87.28,88.33,3.65
2021,6년,남성,경기도,구리시,81.94,77.20,81.61,82.98,83.60,85.65,8.45
2021,6년,여성,경기도,구리시,88.55,85.40,88.43,88.84,88.59,93.43,8.03
2021,6년,전체,경기도,구리시,85.37,81.24,84.98,86.15,86.32,89.80,8.56
2021,6년,남성,경기도,남양주시,81.77,77.93,81.57,82.28,83.76,84.22,6.29
2021,6년,여성,경기도,남양주시,87.05,83.78,87.35,88.27,88.00,88.85,5.08
2021,6년,전체,경기도,남양주시,84.57,80.87,84.47,85.38,86.21,86.82,5.94
2021,6년,남성,경기도,오산시,80.78,75.91,81.09,81.18,84.19,82.90,6.99
2021,6년,여성,경기도,오산시,86.72,83.02,86.63,87.36,87.15,90.65,7.63
2021,6년,전체,경기도,오산시,83.83,79.32,83.84,84.23,85.98,86.93,7.60
2021,6년,남성,경기도,시흥시,80.52,76.49,81.03,81.62,81.44,82.89,6.40
2021,6년,여성,경기도,시흥시,86.82,83.52,87.76,86.35,87.84,89.46,5.94
2021,6년,전체,경기도,시흥시,83.71,79.82,84.16,84.23,84.71,86.40,6.58
2021,6년,남성,경기도,군포시,83.11,79.50,83.36,83.04,84.89,85.18,5.68
2021,6년,여성,경기도,군포시,88.25,85.02,88.39,89.31,89.02,90.68,5.67
2021,6년,전체,경기도,군포시,85.99,82.45,86.01,86.39,87.38,88.39,5.94
2021,6년,남성,경기도,의왕시,82.35,80.05,82.04,82.38,82.95,84.74,4.69
2021,6년,여성,경기도,의왕시,88.42,84.95,87.09,89.18,90.97,93.76,8.81
2021,6년,전체,경기도,의왕시,85.47,82.62,84.74,85.61,86.59,88.84,6.22
2021,6년,남성,경기도,하남시,82.81,78.83,82.95,82.29,83.80,87.89,9.06
2021,6년,여성,경기도,하남시,87.41,86.56,86.45,87.17,87.37,89.87,3.31
2021,6년,전체,경기도,하남시,85.33,82.64,84.87,84.90,85.90,89.26,6.62
2021,6년,남성,경기도,용인시 처인구,81.03,77.32,81.62,80.86,82.71,83.02,5.70
2021,6년,여성,경기도,용인시 처인구,86.25,82.93,86.37,87.39,87.04,88.29,5.37
2021,6년,전체,경기도,용인시 처인구,83.74,80.06,84.11,84.15,85.02,85.80,5.74
2021,6년,남성,경기도,용인시 기흥구,84.54,81.44,83.58,84.96,86.83,86.70,5.26
2021,6년,여성,경기도,용인시 기흥구,89.23,86.73,88.54,89.89,89.89,92.07,5.34
2021,6년,전체,경기도,용인시 기흥구,86.94,84.11,85.98,87.51,88.65,89.32,5.21
2021,6년,남성,경기도,용인시 수지구,85.56,84.15,84.16,85.47,86.42,88.60,4.45
2021,6년,여성,경기도,용인시 수지구,89.47,88.06,89.55,88.35,89.45,93.83,5.76
2021,6년,전체,경기도,용인시 수지구,87.51,86.07,86.57,87.03,88.03,91.00,4.94
2021,6년,남성,경기도,파주시,81.11,76.05,81.95,82.32,83.07,83.03,6.98
2021,6년,여성,경기도,파주시,86.86,83.26,87.78,87.38,87.49,89.93,6.67
2021,6년,전체,경기도,파주시,84.07,79.57,84.82,85.19,85.56,86.16,6.60
2021,6년,남성,경기도,이천시,80.86,75.54,81.23,81.95,83.09,84.04,8.49
2021,6년,여성,경기도,이천시,86.71,82.73,88.06,86.27,88.01,89.55,6.82
2021,6년,전체,경기도,이천시,83.93,78.99,84.60,84.42,85.88,87.09,8.11
2021,6년,남성,경기도,안성시,80.03,74.85,80.05,80.62,82.53,83.53,8.68
2021,6년,여성,경기도,안성시,86.38,82.63,87.06,86.51,88.10,88.46,5.82
2021,6년,전체,경기도,안성시,83.21,78.50,83.40,83.61,85.55,86.20,7.70
2021,6년,남성,경기도,김포시,82.32,78.92,81.68,82.94,83.96,84.98,6.06
2021,6년,여성,경기도,김포시,88.07,85.86,88.25,88.69,87.83,90.07,4.21
2021,6년,전체,경기도,김포시,85.32,82.38,84.78,86.08,86.16,87.74,5.36
2021,6년,남성,경기도,화성시,82.17,78.56,82.43,82.76,82.82,84.71,6.15
2021,6년,여성,경기도,화성시,87.24,84.96,87.74,87.19,87.89,88.91,3.95
2021,6년,전체,경기도,화성시,84.86,81.74,85.14,85.25,85.50,87.01,5.27
2021,6년,남성,경기도,광주시,81.79,77.63,81.54,81.95,82.82,86.86,9.23
2021,6년,여성,경기도,광주시,86.71,84.47,86.31,86.54,87.58,89.88,5.41
2021,6년,전체,경기도,광주시,84.37,80.97,83.92,84.35,85.42,88.83,7.86
2021,6년,남성,경기도,양주시,80.16,74.71,80.56,81.03,82.67,83.67,8.96
2021,6년,여성,경기도,양주시,86.78,82.38,86.84,87.63,87.77,91.81,9.43
2021,6년,전체,경기도,양주시,83.42,78.28,83.62,84.22,85.49,87.62,9.33
2021,6년,남성,경기도,포천시,79.19,72.99,78.81,80.65,82.68,82.65,9.67
2021,6년,여성,경기도,포천시,85.65,81.35,86.27,86.49,86.19,88.66,7.31
2021,6년,전체,경기도,포천시,82.37,76.69,82.41,83.63,84.67,85.63,8.94
2021,6년,남성,경기도,여주시,80.17,73.52,80.77,81.82,82.70,83.73,10.21
2021,6년,여성,경기도,여주시,85.55,81.90,85.28,87.35,87.60,86.69,4.80
2021,6년,전체,경기도,여주시,82.93,77.38,83.08,84.70,85.35,85.49,8.11
2021,6년,남성,경기도,연천군,78.59,72.15,78.74,79.99,81.10,83.13,10.98
2021,6년,여성,경기도,연천군,85.97,80.43,87.03,86.48,87.26,90.64,10.20
2021,6년,전체,경기도,연천군,82.10,75.80,82.48,83.36,84.21,86.64,10.83
2021,6년,남성,경기도,가평군,78.69,69.79,80.97,80.88,82.42,82.40,12.61
2021,6년,여성,경기도,가평군,85.93,79.65,88.40,88.13,86.62,89.19,9.54
2021,6년,전체,경기도,가평군,82.17,74.15,84.57,84.39,84.61,85.66,11.51
2021,6년,남성,경기도,양평군,80.48,75.58,80.60,80.85,82.98,83.47,7.90
2021,6년,여성,경기도,양평군,86.69,84.14,87.26,86.24,86.98,89.28,5.14
2021,6년,전체,경기도,양평군,83.49,79.50,83.79,83.46,85.14,86.26,6.75
2021,4년,남성,강원도,전체,80.01,73.39,80.78,81.46,82.52,83.32,9.93
2021,4년,여성,강원도,전체,87.18,83.66,86.92,87.87,88.05,89.78,6.12
2021,4년,전체,강원도,전체,83.65,78.13,83.95,84.75,85.56,86.73,8.60
2021,6년,남성,강원도,춘천시,81.02,74.58,81.48,82.41,83.23,84.98,10.40
2021,6년,여성,강원도,춘천시,87.50,83.47,87.81,89.00,87.95,90.36,6.89
2021,6년,전체,강원도,춘천시,84.49,78.99,84.76,85.87,85.97,88.14,9.15
2021,6년,남성,강원도,원주시,80.37,74.46,81.27,81.77,81.91,83.62,9.16
2021,6년,여성,강원도,원주시,86.78,83.37,86.75,87.76,87.42,89.32,5.94
2021,6년,전체,강원도,원주시,83.70,78.80,84.06,84.93,84.90,86.79,7.99
2021,6년,남성,강원도,강릉시,80.21,73.26,80.96,82.24,82.69,83.35,10.09
2021,6년,여성,강원도,강릉시,87.39,83.37,86.87,88.35,89.61,89.74,6.38
2021,6년,전체,강원도,강릉시,83.96,78.13,84.02,85.62,86.45,86.76,8.64
2021,6년,남성,강원도,동해시,79.44,74.38,80.12,81.00,81.40,80.97,6.59
2021,6년,여성,강원도,동해시,86.26,82.30,86.70,85.39,87.71,89.93,7.63
2021,6년,전체,강원도,동해시,82.91,78.17,83.62,83.29,84.73,85.15,6.99
2021,6년,남성,강원도,태백시,78.60,73.17,79.70,79.53,81.31,80.46,7.29
2021,6년,여성,강원도,태백시,87.36,84.37,89.01,89.47,86.53,87.74,3.37
2021,6년,전체,강원도,태백시,82.86,78.13,84.21,84.11,84.27,84.17,6.05
2021,6년,남성,강원도,속초시,79.27,72.48,80.40,79.12,82.00,83.82,11.34
2021,6년,여성,강원도,속초시,87.81,84.40,87.42,88.98,91.29,88.11,3.72
2021,6년,전체,강원도,속초시,83.55,78.11,83.99,83.91,86.14,86.19,8.08
2021,6년,남성,강원도,삼척시,78.96,72.08,79.36,80.47,82.71,82.30,10.22
2021,6년,여성,강원도,삼척시,86.57,83.45,86.97,86.52,87.14,89.14,5.69
2021,6년,전체,강원도,삼척시,82.98,77.08,83.29,83.59,85.63,86.69,9.61
2021,6년,남성,강원도,홍천군,77.96,71.03,78.78,80.12,79.55,81.70,10.67
2021,6년,여성,강원도,홍천군,86.59,81.68,86.28,87.88,87.24,91.53,9.85
2021,6년,전체,강원도,홍천군,82.04,75.65,82.37,84.03,83.33,85.84,10.18
2021,6년,남성,강원도,횡성군,79.32,73.66,78.89,79.92,82.52,83.36,9.70
2021,6년,여성,강원도,횡성군,86.48,84.06,86.09,86.37,87.07,90.18,6.12
2021,6년,전체,강원도,횡성군,82.73,78.31,82.02,83.14,84.93,86.55,8.25
2021,6년,남성,강원도,영월군,78.91,72.07,79.99,78.52,82.23,83.45,11.38
2021,6년,여성,강원도,영월군,86.81,84.30,86.50,86.70,88.60,88.21,3.91
2021,6년,전체,강원도,영월군,82.77,77.73,83.27,82.08,85.61,85.89,8.15
2021,6년,남성,강원도,평창군,79.68,73.69,80.49,81.64,81.91,81.79,8.10
2021,6년,여성,강원도,평창군,87.06,82.55,85.89,87.59,90.86,95.22,12.67
2021,6년,전체,강원도,평창군,83.22,77.90,82.93,84.67,85.81,86.16,8.26
2021,6년,남성,강원도,정선군,77.38,71.12,78.72,77.00,80.92,80.80,9.68
2021,6년,여성,강원도,정선군,86.50,84.77,85.50,86.00,88.11,88.96,4.19
2021,6년,전체,강원도,정선군,81.81,76.52,82.34,81.38,84.69,84.90,8.37
2021,6년,남성,강원도,철원군,77.81,68.99,78.23,79.83,82.33,82.59,13.60
2021,6년,여성,강원도,철원군,85.88,81.11,85.49,86.73,88.74,87.66,6.54
2021,6년,전체,강원도,철원군,81.69,73.96,81.74,83.35,85.30,85.48,11.52
2021,6년,남성,강원도,화천군,78.69,73.94,79.37,79.36,83.25,78.99,5.05
2021,6년,여성,강원도,화천군,86.97,83.29,86.93,84.44,89.27,96.79,13.49
2021,6년,전체,강원도,화천군,82.71,78.17,82.98,81.98,85.72,86.53,8.36
2021,6년,남성,강원도,양구군,78.99,70.69,79.31,83.52,79.79,84.76,14.07
2021,6년,여성,강원도,양구군,87.31,84.42,88.45,86.71,86.06,93.00,8.58
2021,6년,전체,강원도,양구군,83.15,76.54,83.81,85.23,83.32,88.46,11.93
2021,6년,남성,강원도,인제군,78.29,71.30,80.32,79.67,82.38,80.64,9.34
2021,6년,여성,강원도,인제군,86.63,84.30,88.42,86.77,86.28,86.68,2.38
2021,6년,전체,강원도,인제군,82.23,76.28,84.38,83.04,84.44,83.96,7.68
2021,6년,남성,강원도,고성군,78.37,73.23,78.72,79.63,80.20,81.05,7.81
2021,6년,여성,강원도,고성군,86.72,81.27,86.16,90.60,88.47,89.36,8.09
2021,6년,전체,강원도,고성군,82.45,77.10,82.58,84.39,84.19,84.86,7.76
2021,6년,남성,강원도,양양군,79.36,75.26,79.66,78.04,82.83,82.09,6.82
2021,6년,여성,강원도,양양군,87.87,82.86,86.05,94.52,88.05,91.76,8.90
2021,6년,전체,강원도,양양군,83.44,78.89,82.98,84.09,86.25,85.66,6.76
2021,4년,남성,충청북도,전체,80.27,74.26,80.97,81.64,82.19,83.58,9.32
2021,4년,여성,충청북도,전체,86.70,82.59,87.21,87.18,88.14,89.17,6.57
2021,4년,전체,충청북도,전체,83.61,78.24,84.19,84.62,85.41,86.63,8.39
2021,6년,남성,충청북도,청주시 상당구,80.01,74.02,80.56,81.17,82.66,82.95,8.93
2021,6년,여성,충청북도,청주시 상당구,86.17,82.04,86.53,87.11,86.70,89.85,7.81
2021,6년,전체,충청북도,청주시 상당구,83.31,77.97,83.84,84.30,84.96,86.55,8.58
2021,6년,남성,충청북도,청주시 서원구,81.42,76.56,81.07,82.52,82.49,86.14,9.59
2021,6년,여성,충청북도,청주시 서원구,87.12,83.71,86.56,88.75,88.27,89.37,5.66
2021,6년,전체,충청북도,청주시 서원구,84.53,80.20,83.97,85.89,85.79,88.26,8.06
2021,6년,남성,충청북도,청주시 흥덕구,80.83,76.36,80.11,81.74,82.82,84.00,7.64
2021,6년,여성,충청북도,청주시 흥덕구,86.98,84.37,86.48,87.83,87.96,88.36,3.99
2021,6년,전체,충청북도,청주시 흥덕구,84.09,80.35,83.32,85.07,85.63,86.54,6.19
2021,6년,남성,충청북도,청주시 청원구,80.43,75.52,81.61,81.54,82.21,82.44,6.92
2021,6년,여성,충청북도,청주시 청원구,86.94,83.34,88.06,86.50,89.71,88.67,5.33
2021,6년,전체,충청북도,청주시 청원구,83.85,79.26,85.02,84.35,86.33,85.77,6.50
2021,6년,남성,충청북도,충주시,79.26,73.34,80.45,80.31,81.45,81.95,8.61
2021,6년,여성,충청북도,충주시,86.39,82.85,87.61,87.22,86.12,88.97,6.11
2021,6년,전체,충청북도,충주시,82.95,77.84,84.18,83.92,84.11,85.65,7.81
2021,6년,남성,충청북도,제천시,79.95,72.96,81.31,81.71,82.18,83.07,10.12
2021,6년,여성,충청북도,제천시,85.35,81.65,85.71,84.40,86.97,89.23,7.58
2021,6년,전체,충청북도,제천시,82.82,77.02,83.74,83.32,84.89,86.17,9.15
2021,6년,남성,충청북도,보은군,78.27,72.33,79.67,78.76,81.85,80.64,8.31
2021,6년,여성,충청북도,보은군,86.72,82.65,87.95,87.74,88.25,88.42,5.78
2021,6년,전체,충청북도,보은군,82.57,76.95,83.87,83.77,85.12,84.64,7.69
2021,6년,남성,충청북도,옥천군,79.04,73.46,81.20,79.75,80.37,81.81,8.35
2021,6년,여성,충청북도,옥천군,86.12,80.51,88.53,85.49,89.71,90.08,9.56
2021,6년,전체,충청북도,옥천군,82.63,76.79,84.74,82.86,85.03,85.85,9.06
2021,6년,남성,충청북도,영동군,79.36,72.31,80.14,81.61,80.81,83.97,11.65
2021,6년,여성,충청북도,영동군,86.25,82.06,86.96,85.94,89.79,89.10,7.04
2021,6년,전체,충청북도,영동군,82.83,76.81,83.55,83.94,84.79,86.72,9.91
2021,6년,남성,충청북도,증평군,79.62,75.11,79.10,80.70,82.05,82.30,7.18
2021,6년,여성,충청북도,증평군,86.19,84.68,85.50,84.77,90.35,87.50,2.82
2021,6년,전체,충청북도,증평군,83.01,79.31,82.29,83.08,86.06,85.01,5.69
2021,6년,남성,충청북도,진천군,79.65,74.20,81.23,80.14,81.04,83.38,9.17
2021,6년,여성,충청북도,진천군,88.08,84.62,87.59,89.82,89.10,90.02,5.40
2021,6년,전체,충청북도,진천군,83.73,78.68,84.52,84.67,85.03,87.07,8.38
2021,6년,남성,충청북도,괴산군,79.18,73.94,79.98,80.59,81.47,81.09,7.15
2021,6년,여성,충청북도,괴산군,85.72,81.57,85.81,87.96,86.21,89.25,7.68
2021,6년,전체,충청북도,괴산군,82.48,77.42,82.85,84.40,84.02,85.23,7.81
2021,6년,남성,충청북도,음성군,78.30,70.37,79.22,80.17,81.04,82.82,12.45
2021,6년,여성,충청북도,음성군,85.91,80.60,85.19,86.88,88.05,90.42,9.82
2021,6년,전체,충청북도,음성군,82.03,74.84,82.17,83.60,84.56,86.65,11.80
2021,6년,남성,충청북도,단양군,79.02,73.71,79.75,79.68,79.88,83.30,9.59
2021,6년,여성,충청북도,단양군,86.00,80.70,85.24,87.45,89.73,89.43,8.73
2021,6년,전체,충청북도,단양군,82.38,76.95,82.45,83.10,84.28,86.47,9.52
2021,4년,남성,충청남도,전체,80.56,74.37,81.02,81.91,83.03,83.64,9.27
2021,4년,여성,충청남도,전체,87.47,83.27,87.52,88.65,88.88,90.26,6.99
2021,4년,전체,충청남도,전체,84.10,78.58,84.36,85.41,86.25,87.06,8.49
2021,6년,남성,충청남도,천안시 동남구,80.31,74.46,81.42,81.14,82.33,83.30,8.84
2021,6년,여성,충청남도,천안시 동남구,87.39,82.47,88.18,88.35,88.91,91.54,9.08
2021,6년,전체,충청남도,천안시 동남구,83.89,78.29,84.88,84.83,85.73,87.12,8.83
2021,6년,남성,충청남도,천안시 서북구,80.72,75.61,81.20,81.46,82.72,83.73,8.12
2021,6년,여성,충청남도,천안시 서북구,86.66,83.45,86.36,87.05,86.88,90.41,6.96
2021,6년,전체,충청남도,천안시 서북구,83.81,79.33,83.89,84.40,85.17,87.23,7.90
2021,6년,남성,충청남도,공주시,79.23,72.51,80.04,80.47,82.40,82.40,9.89
2021,6년,여성,충청남도,공주시,87.30,83.21,87.17,89.46,88.27,89.21,6.00
2021,6년,전체,충청남도,공주시,83.31,77.36,83.74,84.94,85.70,85.95,8.59
2021,6년,남성,충청남도,보령시,79.47,72.41,79.48,80.93,82.09,84.12,11.71
2021,6년,여성,충청남도,보령시,86.99,82.36,87.57,87.09,89.48,89.02,6.66
2021,6년,전체,충청남도,보령시,83.31,76.99,83.55,84.33,85.95,86.86,9.86
2021,6년,남성,충청남도,아산시,80.42,75.01,81.16,81.52,81.79,83.60,8.59
2021,6년,여성,충청남도,아산시,86.79,83.27,87.35,87.94,86.96,89.29,6.02
2021,6년,전체,충청남도,아산시,83.73,78.95,84.39,84.90,84.67,86.66,7.71
2021,6년,남성,충청남도,서산시,81.15,75.73,81.12,81.48,84.16,84.38,8.64
2021,6년,여성,충청남도,서산시,88.58,84.77,88.71,91.11,89.29,90.52,5.75
2021,6년,전체,충청남도,서산시,84.86,80.12,84.73,85.67,87.17,87.49,7.37
2021,6년,남성,충청남도,논산시,79.09,71.92,80.31,80.17,82.10,82.51,10.59
2021,6년,여성,충청남도,논산시,86.70,82.59,86.86,88.62,88.14,88.54,5.94
2021,6년,전체,충청남도,논산시,82.96,76.88,83.64,84.33,85.44,85.77,8.89
2021,6년,남성,충청남도,계룡시,82.19,77.41,82.10,81.82,85.25,86.52,9.10
2021,6년,여성,충청남도,계룡시,88.49,85.37,86.05,92.70,88.24,99.01,13.65
2021,6년,전체,충청남도,계룡시,85.64,81.47,84.31,86.25,87.38,94.32,12.84
2021,6년,남성,충청남도,당진시,81.04,76.09,80.10,82.33,83.11,84.68,8.59
2021,6년,여성,충청남도,당진시,87.70,84.39,88.02,87.66,87.87,92.51,8.12
2021,6년,전체,충청남도,당진시,84.38,79.99,83.95,85.15,85.72,88.25,8.26
2021,6년,남성,충청남도,금산군,79.12,73.49,81.12,80.16,80.30,82.00,8.51
2021,6년,여성,충청남도,금산군,86.96,83.64,87.78,86.94,88.48,87.79,4.15
2021,6년,전체,충청남도,금산군,82.95,77.88,84.42,83.80,84.35,85.23,7.35
2021,6년,남성,충청남도,부여군,79.75,72.97,78.50,83.02,83.51,82.62,9.65
2021,6년,여성,충청남도,부여군,86.88,81.67,87.52,87.21,90.69,90.79,9.13
2021,6년,전체,충청남도,부여군,83.49,77.04,82.99,85.55,87.45,86.58,9.53
2021,6년,남성,충청남도,서천군,79.74,73.32,79.38,81.42,83.61,82.70,9.37
2021,6년,여성,충청남도,서천군,87.43,83.33,86.84,90.42,90.10,87.58,4.25
2021,6년,전체,충청남도,서천군,83.60,77.80,83.07,85.99,87.04,85.60,7.80
2021,6년,남성,충청남도,청양군,79.65,74.71,80.31,81.07,80.95,82.12,7.41
2021,6년,여성,충청남도,청양군,85.55,80.72,87.70,87.16,85.95,87.27,6.55
2021,6년,전체,충청남도,청양군,82.64,77.56,83.89,84.20,83.45,84.88,7.32
2021,6년,남성,충청남도,홍성군,79.94,74.08,80.43,82.77,81.90,81.84,7.76
2021,6년,여성,충청남도,홍성군,87.75,84.71,86.74,88.80,89.04,89.39,4.69
2021,6년,전체,충청남도,홍성군,83.95,79.01,83.64,86.36,85.96,85.67,6.65
2021,6년,남성,충청남도,예산군,79.75,73.46,80.50,81.19,81.63,82.84,9.38
2021,6년,여성,충청남도,예산군,87.11,83.38,87.67,87.40,89.88,88.31,4.94
2021,6년,전체,충청남도,예산군,83.45,78.12,84.09,84.42,85.73,85.65,7.52
